field,field,field,field,field
"03016028","3","16","28","And he that burneth them shall wash his clothes, and bathe his flesh in water, and afterward he shall come into the camp."
"03016029","3","16","29","And this shall be a statute for ever to you: that in the seventh month, on the tenth day of the month, ye shall afflict your souls, and do no work at all, whether it be one of your own country, or a stranger that sojourneth among you:"
"03016030","3","16","30","For on that day shall the priest make an atonement for you, to cleanse you, that ye may be clean from all your sins before the LORD."
"03016031","3","16","31","It shall be a sabbath of rest to you, and ye shall afflict your souls by a statute for ever."
"03016032","3","16","32","And the priest whom he shall anoint, and whom he shall consecrate to minister in the priest's office in his father's stead, shall make the atonement, and shall put on the linen clothes, even the holy garments:"
"03016033","3","16","33","And he shall make an atonement for the holy sanctuary, and he shall make an atonement for the tabernacle of the congregation, and for the altar: and he shall make an atonement for the priests, and for all the people of the congregation."
"03016034","3","16","34","And this shall be an everlasting statute to you, to make an atonement for the children of Israel for all their sins once a year. And he did as the LORD commanded Moses."
"03017001","3","17","1","And the LORD spoke to Moses, saying,"
"03017002","3","17","2","Speak to Aaron, and to his sons, and to all the children of Israel, and say to them, This is the thing which the LORD hath commanded, saying,"
"03017003","3","17","3","Whatever man there may be of the house of Israel, that killeth an ox, or lamb, or goat in the camp, or that killeth it out of the camp,"
"03017004","3","17","4","And bringeth it not to the door of the tabernacle of the congregation, to offer an offering to the LORD before the tabernacle of the LORD; blood shall be imputed to that man; he hath shed blood; and that man shall be cut off from among his people:"
"03017005","3","17","5","To the end that the children of Israel may bring their sacrifices which they offer in the open field, even that they may bring them to the LORD, to the door of the tabernacle of the congregation, to the priest, and offer them for peace-offerings to the LORD."
"03017006","3","17","6","And the priest shall sprinkle the blood upon the altar of the LORD at the door of the tabernacle of the congregation, and burn the fat for a sweet savor to the LORD."
"03017007","3","17","7","And they shall no more offer their sacrifices to idols, with which they have committed idolatry: This shall be a statute for ever to them throughout their generations."
"03017008","3","17","8","And thou shalt say to them, Whatever man there may be of the house of Israel, or of the strangers which sojourn among you, that offereth a burnt-offering or sacrifice,"
"03017009","3","17","9","And bringeth it not to the door of the tabernacle of the congregation, to offer it to the LORD; even that man shall be cut off from among his people."
"03017010","3","17","10","And whatever man there may be of the house of Israel, or of the strangers that sojourn among you, that eateth any manner of blood; I will even set my face against that soul that eateth blood, and will cut him off from among his people."
"03017011","3","17","11","For the life of the flesh is in the blood: and I have given it to you upon the altar, to make an atonement for your souls: for it is the blood that maketh an atonement for the soul."
"03017012","3","17","12","Therefore I said to the children of Israel, No soul of you shall eat blood, neither shall any stranger that sojourneth among you eat blood."
"03017013","3","17","13","And whatever man there may be of the children of Israel, or of the strangers that sojourn among you, who hunteth and catcheth any beast or fowl that may be eaten; he shall even pour out its blood, and cover it with dust."
"03017014","3","17","14","For it is the life of all flesh, the blood of it is for the life of it; therefore I said to the children of Israel, Ye shall eat the blood of no manner of flesh: for the life of all flesh is its blood: whoever eateth it shall be cut off."
"03017015","3","17","15","And every soul that eateth that which died of itself, or that which was torn with beasts, (whether it is one of your own country, or a stranger) he shall both wash his clothes, and bathe himself in water, and be unclean until the evening; then shall he be clean."
"03017016","3","17","16","But if he doth not wash them, nor bathe his flesh; then he shall bear his iniquity."
"03018001","3","18","1","And the LORD spoke to Moses, saying,"
"03018002","3","18","2","Speak to the children of Israel, and say to them, I am the LORD your God."
"03018003","3","18","3","After the doings of the land of Egypt in which ye dwelt, shall ye not do: and after the doings of the land of Canaan whither I bring you, shall ye not do: neither shall ye walk in their ordinances."
